Country Name,Country Code,Indicator Name,Indicator Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,68640825481,79041294874,92507257784,92897320376,93216746662,101370474295,98266306615,106825649872,110081248587,101179808076,103311649248,109682728023,118096227400,119700325462
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,101548931771,114639690359,147395089286,105963168867,115419399860,154068115942,174070382279,174161142454,162631412509,114567298106,109419728567,120707220574,140645364238,134628542747
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,107647920792,142579603960,179816790705,117113410001,136013155905,163159671670,175781379051,183310146378,133503411376,91030959455,93355993629,112190355158,130901858422,153781069118
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,115577256524,139966001510,158136326478,130760312877,131916516052,141759722464,128475498380,135411698965,140765018881,125074286021,128470534118,142961605733,160418835851,163469042868
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,117027321306,134845573818,171008067513,137206139023,161155315146,200254371997,209021250806,209724351222,213860450596,166361491141,159994837855,170163165961,175405660377,171091289782
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,60882142857,79712087912,115270054945,97798351648,125122306346,167775268614,186833502362,198727642979,206224598565,161739955578,151732181857,161099122215,183334953813,175837550996
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,81003884545,104849886826,133441612247,115308661143,148047348241,192626507972,207998568866,236634552078,221415572820,184388432149,137278320084,166805800596,179339994859,181665908556
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,111608845081,137320496803,133290222816,121357986133,146619138359,168510189201,176247979236,190845889950,200921936786,177467529071,188223664747,205415864858,207920613962,206928765544
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,273317736796,318497937312,354460802695,330000251459,299361576293,287797821676,245670666768,239862011052,237029578730,196591353872,195222443845,203588424740,218138367209,209852761133
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,88643193062,102170981144,120550599815,120822986521,147528937029,171761737047,192648999090,201175469114,200789362452,189805300842,191895943824,211007207484,222044970486,226848050820
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,65140293688,88840050497,131613661510,111660855043,138461538462,185470085470,217807625616,234648370497,234648370506,177498577313,174896224010,195473049873,224228010474,234094042939
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,208581694894,240190803449,262344779552,243701635176,237880908318,244797226567,216236608774,226369502104,229596170847,199313894327,206286022782,221357874719,242313116578,238785085031
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,122022997508,174585202805,214313628965,174103695930,166309355235,183326740143,170635805317,190801346194,199959363430,177729210875,188128818486,211695422579,241457403085,250077444017
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,156264095665,190183800884,236816485763,207434296805,209069940963,229562733399,208857719321,211685616593,209358834156,188033050460,196272068576,218628940952,248908731818,250680504530
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,66371664817,77414425532,99130304099,106014659770,115931749697,135539438560,155820001920,171222025117,186204652922,193241108710,205276172135,223779865815,245213686369,261921244843
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,216907539832,256052559540,284553976857,252496526813,249181190476,275243697751,258304834622,271285280621,274497230803,234440080998,240607907010,255232257244,275946554579,269296310180
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,137264061106,152385716312,170077814106,168152775283,177165635077,213587413184,224383620830,231218567179,244360888751,270556131701,278654637738,304567253219,314567541558,278221906023
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,154788024806,173605968179,179638496279,172389498445,218537551220,252251992029,267122320057,278384345259,260541629961,243919085309,250440136356,277044950259,298258019275,282318159745
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,71819083684,79611888213,91631278239,102477791472,115279077465,128637938711,133355749482,149990451022,172885454931,195078678697,221415188000,249711027660,274039092455,302571254131
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,107426086957,130437828371,162818181818,189147005445,218983666062,235989672978,279116666667,288434108527,305595408895,329366576819,332441717791,235733695652,249712999437,303092255125
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,161618581266,206181826825,242186950901,232397835678,286563105192,334943871932,370921320484,382116126449,381112119657,293481748241,282825009887,311883730690,333568923004,323615979419
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,282884947703,319423424509,353361038818,321241303699,321995279402,344003137611,327148943812,343584391648,352993631618,302673070847,313115929314,332121063806,356879499798,350104327659
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,271638484826,299415505152,286769839733,295936485833,375349442837,416418874936,396332702639,366829390479,350904575292,317620522795,296357282715,349554116684,368288939768,351431649241
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,162691238209,193547824063,230813897716,202257625195,255016609233,297951960784,314443149443,323277158907,338061963396,301354803994,301255380276,319112136545,358715057124,364681367532
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,193536265094,211597405594,219279678430,214046415026,228637697575,248513617677,262629441493,275696879835,291459356985,309383627029,320837638329,341244161577,361696880781,365711532817
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,148630373214,180941941477,193611986713,194152286009,239809387605,279351168707,295087220933,307576360585,314851156183,308004146058,318652334419,341863349989,373217081851,372062527489
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,127652908954,155980408072,181006859908,176131654911,208368892319,234216730704,261920542607,283902829721,297483553300,306445871632,318627003966,328480738147,346841896890,376795508679
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,232083467570,269917942787,275038895562,236316405946,222148757578,237472361734,224999484362,238543539441,258471884600,291499812215,300523297824,335663113508,382674360648,388698711348
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,154034316621,178959188676,216105164994,207468170791,233995676088,261468634287,257180147032,292636164056,309558454691,299813121135,318950599044,353253406983,370587977126,394652210296
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,345581369966,400937100159,462250000000,386190385319,428757038467,498283438454,509506317147,522761531915,498410050251,385801550067,368819929542,398393955269,434166615432,403336363636
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,222116541865,257916133424,315474615739,253547358747,289787338325,350666031314,374590605854,390107556161,403137100068,358135057862,357045064670,385605506855,422215043585,421142267938
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,335998557270,388691445387,430294287388,400172297861,391892746545,431120310089,409425234155,430068712972,441996131737,381817565894,395568644341,417237869116,455094861902,445075391688
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,232557260817,287530508431,361558037110,332976484578,423627422092,530163281575,545982375701,552025140252,526319673732,594749285413,557531376218,643628665303,517626700413,445445177459
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,236103982432,275625684969,337035512677,291880204327,361456622216,404993594134,455501524575,508692961937,546676374568,486803295098,404650006429,375746469539,397190484464,448120428859
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,423093437424,491252589217,517706149201,436537014294,495812558843,574094112973,552483727283,586841821797,581964017237,505103781350,515654671470,541018749769,555455371487,530883869005
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,407918078033,470324254038,515223524242,481345929425,480951629493,522645519184,496181260258,521642714408,534678075827,462149679344,475739588765,502698069367,543734366831,533097455835
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,221758196505,262942476722,291382991178,281710416557,341104820155,370819140947,397558222957,420333203150,407339361696,401295941041,413430123185,456294704153,506514103905,543548969969
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,344622003094,429028505365,533609081853,439737508413,479834179020,528301269070,498523568248,521016262735,542477096212,477811911394,472630364208,526508877305,587411745162,595858207012
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,430921192375,479913033989,554363487213,541506500322,583782978346,699579638413,668043613696,688504173431,709182559935,679832292005,671309197478,679950481623,705140620047,703082435159
Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,557076027809,681321211458,770449330198,649289324631,776967610957,838785707000,880555967207,957799371566,938934394764,864314287106,869683121563,858988610574,778381859841,761425499358
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,376900135721,415964583059,519796738631,429097899279,528207332650,671238840108,735974843349,746647127408,756350347320,654269902889,644935541446,688586244287,786521831572,792966838162
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,733340860620,847481522037,947997656364,868077243679,846554894931,904085980796,838971306991,876923518850,890981311078,765264949781,783528181705,833869641687,914043438180,907050863145
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,364570514305,432216737775,510228634992,539580085612,755094160363,892969107923,917869910106,912524136718,890814755233,860854235065,931877364178,1015618742566,1042240309413,1119190780753
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,975387131716,1052696282279,1109989063587,900045350649,1057801295584,1180489601958,1201089987015,1274443084717,1315351183525,1171867608198,1078490651625,1158913035796,1222348807283,1268870527160
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1259343871534,1472131125103,1625224842537,1485583495415,1420722034063,1478772824224,1324820091195,1354757433213,1369398844600,1195119269972,1232076017362,1312539279462,1422153839841,1393490524518
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,746054207847,853099630996,1053995523724,927805183331,1146138465604,1396649906339,1546151783873,1576184467015,1467483705132,1351693984525,1208846993740,1329188475752,1432881172002,1396567014733
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1053216909888,1172614086540,1047339010225,943941876219,1144066965324,1253223044719,1278427634343,1370795199976,1484318219634,1465773245547,1500111596236,1623901496836,1724845615629,1646739219510
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,989930542279,1299705764824,1660846387625,1222644282202,1524917468442,2045925608274,2208295773643,2292473246621,2059241965491,1363481063447,1276786979222,1574199387071,1669583089323,1699876578871
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1315415197461,1464977190206,1549131208997,1371153004986,1613464422811,1788647906048,1828689329349,1847208522155,1803533209845,1556129524418,1528243213982,1649878054227,1716262621082,1736425629520
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1107640289615,1397084349956,1695824565983,1667019783585,2208871646203,2616200980392,2465188674415,2472806919902,2455993625159,1802214373741,1795700168991,2062831045936,1885482534238,1839758040766
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1947919708945,2210292636189,2398856598799,2191241872742,2134017843247,2291991045770,2087077032435,2141315327318,2159133919744,1835899237320,1875797463584,1961796197354,2091544955092,2003576145498
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2318593651988,2657213249384,2918382891460,2690222283968,2642609548930,2861408170265,2683825225093,2811077725704,2852165760630,2438207896252,2471285607082,2595151045198,2787863958885,2715518274227
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2713749770009,3100882352941,2922667279412,2410909799034,2475244321361,2659310054646,2704887678387,2786022872707,3063803240208,2928591002003,2694283209613,2666229179958,2860667727552,2829108219166
India,IND,GDP (current US$),NY.GDP.MKTP.CD,940259888792,1216735441525,1198895582138,1341886602799,1675615335601,1823050405350,1827637859136,1856722121395,2039127446299,2103587817042,2294797978292,2652754685835,2713165057513,2868929415617
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2992196713085,3421229126745,3730027830672,3397791053070,3396354075664,3744408602684,3527344944140,3732743446219,3883920155292,3356235704120,3467498002104,3682602479929,3963767526251,3861123558039
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,4530377224970,4515264514431,5037908465114,5231382674594,5700098114744,6157459594824,6203213121334,5155717056271,4850413536038,4389475622589,4922538141455,4866864409658,4954806619995,5081769542380
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2752131773355,3550342737011,4594307032661,5101703073086,6087163874512,7551500124203,8532229986994,9570406235660,10475682920595,11061553079876,11233276536737,12310409370893,13894817549374,14279937467431
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,13814611414000,14451858656000,14712844084000,14448933025000,14992052727000,15542581104000,16197007349000,16784849196000,17527163695000,18224704440000,18714960538000,19519353692000,20580159776000,21433226000000
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2424581006,2615083799,2745251397,2498882682,2390502793,2549720670,2534636872,2701675978,2765363128,2919553073,2965921788,3056424581,,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,496000000,520000000,563000000,678000000,576000000,574000000,644000000,641000000,642000000,661000000,652000000,602000000,636000000,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,52742800000,58603900000,60806300000,62080000000,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000,100023000000,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,4200439499,4466438823,4586114070,4281868766,4156990816,4186223865,4291158968,4405954696,4563017852,4708336756,4909498943,5153091158,5517361238,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1984445416,2290133549,2432415998,2268387771,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2738832687,2905102304,3116887847,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2826651926,3051626390,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,4213000000,4375000000,4621000000,4781000000,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5795000000,5851000000,5920000000,
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,266298911661,349881601459,412336172447,416397025729,486807615326,580764902917,598868460913,460293149324,432687036178,384951479697,417983583566,445345256459,453996479250,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,4000239273,4601299567,5081432924,4504549214,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6552858739,6876981286,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,4582988333,5867916781,6476490406,5451653237,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957,7188238073,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,145474100,153884600,153135800,151772600,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000,221278000,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,990000000,938000000,939000000,795000000,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000,1323000000,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1908167106,2185874624,2393437820,2056126702,1881214371,1813752784,1604779648,1678841812,1673973695,1419394771,1468377272,1528630707,1655300873,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,,,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,,,
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,936089385.5,985865921.8,1022905028,1245251397,1253072626,1263687151,1191620112,1185474860,
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,33332844575,40405006007,,,,,,,,,,,,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36180000000,37926285714,40761142857,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,806660596776,997457093957,1235928845842,1191950272362,1375100698353,1555699890933,1717407464452,1605603770809,1585265223315,1426043431411,1444324321118,1420124946945,1503870646199,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,183477522124,230364012576,315953388511,329787628928,393192354511,316482190800,381286237848,371005379787,482359318768,,,,,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,4504000000,4803000000,4250000000,4203000000,4339000000,4239000000,4095000000,3762000000,3622000000,3748000000,3863000000,3855000000,,
